Pair_Speaker_turn,PairID,PersonID,Speaker,Speaker_original,Turn,Word,Start Time,End Time,Backchannel,Overlap,Contested,Duration,Sentiment,word_count,MergeKey,Cluster,word_count_scaled,Sentiment_scaled,Contested_scaled,StageCluster,Stage
20240521_1823_WBLMayN48N5V_B_B_19,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,19,okay we would even mean by that like if i want more time that reduces the price,350.69366,355.6504,0.0,0.0,0.0,4.956739999999968,0.2291666666666666,17,N48N5V,Cluster 0,0.016145307769929364,0.6145833333333333,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_A_19,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,Both,A,19,one,355.3695,355.5291,0.0,1.0,1.0,0.1596000000000117,0.0,1,N48N5V,Cluster 0,0.0,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_20,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,20,more time but we can't give you that time we can purchase more of the patent in a a sense,355.5291,363.9081,0.0,0.0,0.0,8.378999999999962,0.5,20,N48N5V,Cluster 0,0.019172552976791123,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_21,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,21,okay you said two hundred thousand okay so there's quite a lot you know work went into that portfolio yes so let's see i do recall having a oh okay i do recall having a colleague who sold their portfolio for four hundred thousand so that is i do believe you know my work is up to that level and i do think it would be worth much more than two hundred thousand dollars yes,364.76492,411.8504,0.0,0.0,0.0,47.08547999999996,0.4599999999999999,75,N48N5V,Cluster 0,0.0746720484359233,0.73,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_21,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,21,yes okay,368.8557,410.96136,1.0,0.0,0.0,42.10566,0.5,2,N48N5V,Cluster 0,0.0010090817356205853,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_22,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,22,that is that is the fee a great point that you make it is important to recognize the value of what someone has put into the portfolio however our committee has been very strict and we hope to steer away from more of like a a business standpoint of how we treat our faculty instead of treating them as a monetary value we wanna see them as more of a a person that's on our faculty that can not only provide research but also have output from like the resources that we give them and so our company has a max of twenty twenty seventy five thousand that we can purchase from your portfolio and from,416.5568,473.3467,0.0,0.0,0.0,56.78989999999999,0.4000000000000001,116,N48N5V,Cluster 0,0.11604439959636731,0.7000000000000001,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_22,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,22,how,473.135,473.295,0.0,1.0,1.0,0.160000000000025,0.0,1,N48N5V,Cluster 0,0.0,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_23,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,23,much,473.295,473.455,0.0,0.0,0.0,0.1599999999999681,0.2,1,N48N5V,Cluster 0,0.0,0.6,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_24,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,24,two hundred seventy five two hundred seventy five that's the max,474.07968,476.31613,0.0,0.0,0.0,2.2364499999999907,0.0,11,N48N5V,Cluster 0,0.010090817356205853,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_25,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,25,okay,477.455,477.695,0.0,0.0,0.0,0.2400000000000091,0.5,1,N48N5V,Cluster 0,0.0,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_26,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,26,so i hope is that that by having a certain limit as to how much we can buy that we can avoid just like a corporate standpoint or a corporate view of our university so that we were not seen as a an institution that buys faculty if that if that makes sense,478.0733,510.0609,0.0,0.0188679245283018,0.0188679245283018,31.987599999999983,0.1035714285714285,53,N48N5V,Cluster 0,0.05247225025227043,0.5517857142857142,0.0188679245283018,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_26,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,26,okay,507.45654,507.85458,1.0,0.0,0.0,0.3980399999999804,0.5,1,N48N5V,Cluster 0,0.0,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_27,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,27,interesting okay so i do see your point however i do think it is worth you know i just gonna repeat myself i guess i do think it's worth much more than you know two hundred or even two seventy five so you know i would still like to me propose maybe a little more you know i do think it's a little unfair when maybe my colleague gets offered much more however you know and i don't want to fl it but my status is clearly puts my work you know,511.45874,555.0255,0.0,0.0,0.0,43.56675999999999,0.2113636363636364,92,N48N5V,Cluster 0,0.09182643794147326,0.6056818181818182,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_28,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,28,that's true i do see that you've been with us for almost ten years i believe from what i can recall i would like to think about like negotiations whether about when you start your medical or also like how your position changes when you come back how we can provide more like funding for your research when you come back so that it's easier for you to conduct your research as long along with like how your rule changes i'm not doesn't say like what you are but it does say that you're faculty number so i'm assuming that you of of some sort and so we can reduce the like the level of how much you have to in your your role in the university so that you can have more time for research and therefore have more flexibility on what is requested from you and your research to reduce like any stresses from yeah any stress that you have about creating something or researching something out our university,557.0773,629.5666,0.0,0.0,0.0,72.48929999999996,0.2,171,N48N5V,Cluster 0,0.1715438950554995,0.6,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_28,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,28,yes,563.34595,563.58527,1.0,0.0,0.0,0.2393200000000206,0.0,1,N48N5V,Cluster 0,0.0,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_29,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,29,okay interesting okay so you did mention ten thousand a month,631.53687,640.3947,0.0,0.0,0.0,8.857829999999922,0.375,11,N48N5V,Cluster 0,0.010090817356205853,0.6875,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_30,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,30,correct for this of that yes,642.082,643.5967,0.0,0.0,0.0,1.5147000000000617,0.0,6,N48N5V,Cluster 0,0.005045408678102926,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_30,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,30,okay,642.86847,643.1079,0.0,1.0,1.0,0.2394299999999702,0.5,1,N48N5V,Cluster 0,0.0,0.75,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_31,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,31,okay however you do have to consider that is like i will be using those ten thousand are not completely obviously but i will be using that you know for basic expenses like you know living food clothing insurance everything you know i normally pay off while i'm working however this is not a normal work salary so you know and then i also do believe you said you could offer money going back in after my sa medical okay okay like how much would you be able to offer for that return fund i guess,645.2778,687.3372,0.0,0.0104166666666666,0.0104166666666666,42.059400000000096,0.1895833333333333,96,N48N5V,Cluster 0,0.09586276488395559,0.5947916666666666,0.0104166666666666,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_31,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,31,okay,677.2482,677.48706,1.0,0.0,0.0,0.2388600000000451,0.5,1,N48N5V,Cluster 0,0.0,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_32,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,32,so it'd probably be a change of your salary instead of like at a altogether so it it would be seen more like like as a raise and i'm willing to offer raise of twenty five thousand onto your salary,689.524,708.4066,0.0,0.0,0.0,18.882600000000025,0.375,40,N48N5V,Cluster 0,0.039354187689202826,0.6875,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_33,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,33,okay interesting but okay you know that is good you know some people would jump for a joy at that yes so okay you know i do think there should maybe be a return fund you know because you know i'm getting off of this very long thing i didn't have money some have to buy like you know things like for example somewhere to live i might reconsider i might i might consider like you know a uproot living somewhere new of you know i need to afford a car to get to work and to get back home and you know just additionally i do believe maybe other institutions might want to offer me more but just to put that out there,711.165,769.73566,0.0,0.0,0.0,58.57066000000009,0.3402272727272726,124,N48N5V,Cluster 0,0.12411705348133198,0.6701136363636363,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_34,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,34,okay i see between i understand what the the points that you're making let's say let's say that since you've been here for ten years i'm gonna assume that you have a car so we don't have to worry about that's your thing so i can see your point about finding a new house like new housing in some sorts and so what we can arrange is that given that you have i actually i don't know like look i'm gonna say it's penn so let's say it's penn and it's expensive to buy house here,770.9577,808.8156,0.0,0.0104166666666666,0.0104166666666666,37.85789999999997,0.0454545454545454,96,N48N5V,Cluster 0,0.09586276488395559,0.5227272727272727,0.0104166666666666,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_34,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,34,okay,807.5186,807.7581,1.0,0.0,0.0,0.2395000000000209,0.5,1,N48N5V,Cluster 0,0.0,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_35,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,35,yep,810.1676,810.407,0.0,0.0,0.0,0.239400000000046,0.0,1,N48N5V,Cluster 0,0.0,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_36,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,36,we can shift to thirty thousand and that increase of pay is shifted more front heavy so that when you come back that first month or however the institution pays you receive more of that bonus at like front loaded and then it it like the k off as the year goes but then once you reach your next year it is it's the same bonus but evenly distributed and so that there's more support for you at that beginning point when you come back we could say like whatever your current monthly salary is that first month it's twenty thousand more and then the next month it's like seven seven point five thousand more and so we can arrange for that support to appear as if you come back with a like return bonus as you're mentioning so that you have support when you're coming back adjusting back to being away for so long and additionally we would be able to like through institutional funding we could also support you more in your research and so any like new purchases within let's say like a lab you're in it isn't as it is it shouldn't be a problem for you since you've been such an esteem faculty at our institution and we recognize that,810.4092,899.4521,0.0,0.0,0.0,89.04289999999992,0.1766528925619834,215,N48N5V,Cluster 0,0.21594349142280525,0.5883264462809917,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_37,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,37,okay interesting nice okay well sorry anyway so who's that anyway so okay this okay wait so you said sorry just to like make sure i have all my numbers correct so you said to raise a salary to thirty thousand go how,901.03,929.82,0.0,0.0232558139534883,0.0232558139534883,28.790000000000077,0.2888888888888889,43,N48N5V,Cluster 0,0.04238143289606458,0.6444444444444445,0.0232558139534883,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_37,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,37,raise,929.6514,929.8909,1.0,0.0,0.0,0.2395000000000209,0.0,1,N48N5V,Cluster 0,0.0,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_37,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,37,much is this,929.82,930.45996,0.0,0.3333333333333333,1.0,0.6399599999999737,0.2,3,N48N5V,Cluster 0,0.00201816347124117,0.6,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_A_37,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,Both,A,37,it up yes,929.8909,930.52966,0.0,0.6666666666666666,1.0,0.6387600000000475,0.0,3,N48N5V,Cluster 0,0.00201816347124117,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_38,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,38,thirty thousand,930.76917,931.4079,0.0,0.0,0.0,0.6387300000000096,0.0,2,N48N5V,Cluster 0,0.0010090817356205853,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_39,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,39,okay and then,931.42,934.8,0.0,0.0,0.0,3.3799999999999955,0.5,3,N48N5V,Cluster 0,0.00201816347124117,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_39,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,39,okay okay,932.62,933.26,0.0,0.0,1.0,0.6399999999999864,0.5,2,N48N5V,Cluster 0,0.0010090817356205853,0.75,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_A_39,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,Both,A,39,actually,934.4419,934.60156,0.0,1.0,1.0,0.1596599999999171,0.0,1,N48N5V,Cluster 0,0.0,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_40,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,40,we don't know if i can do that it doesn't say it's price for that it it just as i can do some other things but it it never mentions like you can sorry but let's say i can't so we'll say yes to that,935.0008,945.71655,0.0,0.0,0.0,10.715749999999955,-0.3125,45,N48N5V,Cluster 0,0.04439959636730575,0.34375,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_41,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,41,okay so and then you said for the portfolio twenty set two hundred seventy five,946.15234,953.258,0.0,0.0,0.0,7.105660000000057,0.5,15,N48N5V,Cluster 0,0.014127144298688193,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_42,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,42,yes twenty seventy five two seventy five how's that,953.4668,957.5417,0.0,0.0,0.0,4.074899999999957,0.0,9,N48N5V,Cluster 0,0.008072653884964682,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_42,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,42,okay,957.3298,957.48944,0.0,1.0,1.0,0.1596399999999675,0.5,1,N48N5V,Cluster 0,0.0,0.75,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_43,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,43,and okay and then ten thousand per month okay so i'm just gonna i'm just gonna crunch numbers don't mind me okay interesting okay so you know this sounds pretty good okay okay so i guess i'm just so concerned about you know the length but is only like half a year you know ten years of my work if you'd like i do maybe deserve a longer break but you said there is a cap that like six months okay so how about okay if i propose like like twelve months how would you feel about okay let's sorry sorry smaller like hey how about nine months how you know it's a little more three additional months you know,957.9685,1034.915,0.0,0.0,0.0,76.94650000000001,0.2426587301587301,120,N48N5V,Cluster 0,0.12008072653884964,0.6213293650793651,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_44,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,44,okay so so with the article unfortunately i'm only only able to authorize six months however i can offer a longer about it says up to twenty four months away i don't even it that puts the wording up to after months up to twenty four months a select,1035.4427,1065.54,0.0,0.0,0.0,30.097299999999905,0.25,49,N48N5V,Cluster 0,0.04843592330978809,0.625,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_45,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,45,type of,1067.9707,1068.4496,0.0,0.0,0.0,0.4788999999998395,0.0,2,N48N5V,Cluster 0,0.0010090817356205853,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_A_45,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,Both,A,45,okay so i'm in,1068.1799,1068.98,0.0,0.5,1.0,0.8000999999999294,0.5,4,N48N5V,Cluster 0,0.0030272452068617556,0.75,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_45,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,45,okay,1068.6891,1068.9286,0.0,1.0,1.0,0.2394999999999072,0.5,1,N48N5V,Cluster 0,0.0,0.75,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_46,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,46,i'm i'm interpreting the rule as i can give you a longer that that is at most two years away how about this i can offer you a nine months in four months,1069.14,1084.4055,0.0,0.0,0.0,15.265499999999976,0.5,33,N48N5V,Cluster 0,0.03229061553985873,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_46,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,46,okay,1078.0413,1078.2806,1.0,0.0,0.0,0.2392999999999574,0.5,1,N48N5V,Cluster 0,0.0,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_47,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,47,question wait what do you mean,1087.3151,1090.275,0.0,0.0,0.0,2.9599000000000615,-0.3125,6,N48N5V,Cluster 0,0.005045408678102926,0.34375,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_48,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,48,like i can give you a longer sa cervical if you stay with our institution for longer for another like okay let's say five months in five months i can give you a sa about that's five months off,1090.8871,1103.2715,0.0,0.0,0.0,12.384400000000142,0.5,39,N48N5V,Cluster 0,0.03834510595358224,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_49,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,49,whoa you said wherever is,1103.9657,1105.6443,0.0,0.0,0.0,1.6785999999999603,0.0,5,N48N5V,Cluster 0,0.004036326942482341,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_50,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,50,yeah i i also increased the article thanks,1105.8398,1109.4258,0.0,0.0,0.0,3.5860000000000127,0.2,8,N48N5V,Cluster 0,0.007063572149344097,0.6,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_51,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,51,okay okay okay so you know okay i have better proposition what what okay what if i offer you nine months at the institution for twelve months of sa medical,1110.4406,1137.3276,0.0,0.0,0.0,26.88700000000017,0.4285714285714285,30,N48N5V,Cluster 0,0.029263370332996974,0.7142857142857142,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_52,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,52,like when you say nine months at our institution is that like the last nine months you're offering and then you like what do you mean by in nine months,1142.6672,1151.5326,0.0,0.0,0.0,8.865399999999909,-0.15625,30,N48N5V,Cluster 0,0.029263370332996974,0.421875,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_53,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,53,you know that's a good question give me a second,1153.2098,1158.086,0.0,0.0,0.0,4.876199999999926,0.35,10,N48N5V,Cluster 0,0.009081735620585268,0.675,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_54,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,54,i don't know if what it's supposed to like i say this but okay so i i i offered five for ten but then you went up to nine for twelve,1158.8744,1167.1014,0.0,0.0,0.0,8.22700000000009,0.25,31,N48N5V,Cluster 0,0.030272452068617558,0.625,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_55,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,55,wait what,1170.3175,1170.6364,0.0,0.0,0.0,0.3188999999999851,0.0,2,N48N5V,Cluster 0,0.0010090817356205853,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_56,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,56,you said you said nine months at our institution right,1171.6682,1174.537,0.0,0.0,0.0,2.8687999999999647,0.2857142857142857,10,N48N5V,Cluster 0,0.009081735620585268,0.6428571428571428,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_57,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,57,yes,1175.2584,1175.5773,0.0,0.0,0.0,0.3188999999999851,0.0,1,N48N5V,Cluster 0,0.0,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_58,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,58,and then twelve months,1175.9714,1176.6886,0.0,0.0,0.0,0.717200000000048,0.0,4,N48N5V,Cluster 0,0.0030272452068617556,0.5,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_58,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,58,you offered,1176.5336,1177.193,0.0,1.0,1.0,0.6594000000000051,0.0,2,N48N5V,Cluster 0,0.0010090817356205853,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_A_58,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,Both,A,58,of,1176.6886,1177.1886,0.0,1.0,1.0,0.5,0.0,1,N48N5V,Cluster 0,0.0,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_59,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,59,five oh okay you what let's go,1177.2507,1182.9211,0.0,0.0,0.0,5.670399999999972,0.5,7,N48N5V,Cluster 0,0.006054490413723511,0.75,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_B_59,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,Both,B,59,know back to that in the back,1180.5182,1184.6713,0.0,0.5714285714285714,1.0,4.153099999999995,0.0,7,N48N5V,Cluster 0,0.006054490413723511,0.5,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_Both_A_59,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,Both,A,59,i mean you you can choose the nine as,1182.8245,1184.737,0.0,0.4444444444444444,1.0,1.9125000000001364,-0.3125,9,N48N5V,Cluster 0,0.008072653884964682,0.34375,1.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_60,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,60,twelve whatever suits you best if you want a full year or just ten months,1184.737,1192.1693,0.0,0.0,0.0,7.432299999999941,0.45,15,N48N5V,Cluster 0,0.014127144298688193,0.725,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_B_B_61,20240521_1823_WBLMayN48N5V,1716395028170-d033f425-9e75-4aae-9a7a-a3371ddf864f-cam-audio-1716395029146,B,B,61,the year is sounded pretty good so okay wait okay how about you pretend you didn't hear my offer okay so you had ten months you offered me ten months of medical here so how many how much wait sorry i don't have her faces to go up two more months like what will we have to be the conditions for you,1194.632,1225.1799,0.0,0.0,0.0,30.547900000000027,0.2625,62,N48N5V,Cluster 0,0.061553985872855696,0.63125,0.0,1,Stage 2
20240521_1823_WBLMayN48N5V_A_A_62,20240521_1823_WBLMayN48N5V,1716395028170-1b8ff771-b767-4e5d-b5bf-31f527a31bd8-cam-audio-1716395029147,A,A,62,i would say six and a half months would be how many additional months starting from this point you would stay with us and then we can offer a twelve months of medical call after that point,1227.6901,1240.49,0.0,0.0,0.0,12.79989999999998,0.0833333333333333,37,N48N5V,Cluster 0,0.03632694248234107,0.5416666666666666,0.0,1,Stage 2
